customer_id,full_name,age,city,segment,employment,credit_score,join_date
CUS00551,Dr. Umutcan Şafak,56,İzmir,Kurumsal,Ücretli,657,2025-05-18
CUS00552,Bayan Nazende Akça Şensoy,20,İstanbul,Bireysel,Emekli,635,2025-05-15
CUS00553,Yaşar Hayrioğlu Sezer,51,İzmir,Kurumsal,Öğrenci,755,2026-05-09
CUS00554,Uz. Melûl Nurgil Akçay,26,Ankara,Kurumsal,Kendi İşi,672,2024-03-08
CUS00555,Öğr. Hadrey Hançer Akdeniz,28,Ankara,Kurumsal,Kendi İşi,680,2025-03-21
CUS00556,Bayan Özay Risalet Seven Durmuş,55,Ankara,Kurumsal,Öğrenci,612,2021-11-14
CUS00557,Kerman Yüksel,49,Bursa,Bireysel,Emekli,606,2025-02-24
CUS00558,Gürsal Şensoy,70,İstanbul,Bireysel,Ücretli,611,2022-10-24
CUS00559,Av. Niğmet Büreyre Duran Gül,44,İzmir,Bireysel,Öğrenci,685,2021-04-25
CUS00560,Ertün Karcan Tarhan,48,İstanbul,Kurumsal,Öğrenci,612,2022-04-06
CUS00561,Artan Coşkun Sezgin,32,Bursa,Kurumsal,Emekli,676,2025-10-15
CUS00562,Nihai Bilir,28,İzmir,Kurumsal,Emekli,836,2025-08-22
CUS00563,Algış Gülüs İhsanoğlu,27,Antalya,Bireysel,Ücretli,728,2023-06-23
CUS00564,Çakar Çağlasın Güçlü Çamurcuoğlu,54,Konya,Bireysel,Serbest Meslek,620,2022-04-05
CUS00565,Koray Çamurcuoğlu,19,Ankara,KOBİ,Serbest Meslek,758,2022-09-15
CUS00566,Limon Kısakürek,44,Bursa,KOBİ,Öğrenci,613,2022-09-05
CUS00567,Meveddet Kader Arsoy Zorlu,67,İzmir,KOBİ,Ücretli,466,2024-08-10
CUS00568,Dr. Simten Muhiye Çamurcuoğlu Bilir,63,İstanbul,Bireysel,Öğrenci,559,2024-11-14
CUS00569,Rojnu Türk,38,Gaziantep,KOBİ,Öğrenci,481,2023-10-18
CUS00570,Doç. Bican Aclan Eraslan,42,Ankara,Bireysel,Emekli,618,2025-06-05
CUS00571,Çev. Fayize Gülinaz Şama,76,İzmir,Kurumsal,Kendi İşi,651,2025-05-08
CUS00572,Üge Karadeniz Yüksel,61,Antalya,Bireysel,Öğrenci,800,2022-08-07
CUS00573,Irıs İnönü,48,İstanbul,Bireysel,Kendi İşi,679,2024-11-21
CUS00574,Öğr. Gabel Gül Çetin,53,İstanbul,Bireysel,Kendi İşi,630,2024-10-19
CUS00575,Uz. Yeneral Duran,63,İstanbul,KOBİ,Kendi İşi,724,2023-08-22
CUS00576,Arş. Gör. Toker Yorulmaz,48,Ankara,Bireysel,Kendi İşi,450,2024-10-18
CUS00577,Şahat Şekim Erdoğan,25,İzmir,Kurumsal,Emekli,671,2025-02-05
CUS00578,Çopur Abdurrahman Seven,75,Gaziantep,Bireysel,Serbest Meslek,719,2026-04-30
CUS00579,Dr. Yalın Binbaşar Yılmaz,36,İstanbul,Bireysel,Kendi İşi,516,2021-10-24
CUS00580,Okt. Badegül Şüküfe Çamurcuoğlu Güçlü,77,Ankara,Bireysel,Emekli,752,2022-07-03
CUS00581,Bayan Ahter Duran Durmuş,31,İstanbul,Kurumsal,Kendi İşi,680,2026-04-02
CUS00582,Adak Fırat,77,İzmir,Bireysel,Serbest Meslek,612,2024-02-21
CUS00583,Almast Turcein Alemdar,24,İzmir,Kurumsal,Serbest Meslek,706,2022-12-24
CUS00584,Prof. Gül Deniz Çamurcuoğlu,33,İstanbul,Kurumsal,Serbest Meslek,854,2026-05-18
CUS00585,Ensari Akar,58,İstanbul,Bireysel,Emekli,666,2021-06-18
CUS00586,Nejdet Aslan,39,Bursa,Bireysel,Serbest Meslek,672,2025-11-30
CUS00587,Karaer Gülen,18,Gaziantep,Bireysel,Emekli,608,2024-01-08
CUS00588,Doç. Ecemiş Ginyas Tarhan,59,Konya,KOBİ,Emekli,573,2024-07-19
CUS00589,Aygutalp Kâmil Kısakürek,59,İstanbul,Bireysel,Kendi İşi,724,2021-04-30
CUS00590,Bayan Akise Sezer Aksu,36,İzmir,Bireysel,Öğrenci,572,2023-11-07
CUS00591,Av. Saçı Şensoy Çetin,32,İzmir,Bireysel,Serbest Meslek,656,2021-05-06
CUS00592,Rezzak Akınal Bilgin Bilir,44,Adana,Bireysel,Ücretli,607,2023-06-18
CUS00593,Çev. Aysevim İhsanoğlu Erdoğan,71,Ankara,KOBİ,Serbest Meslek,693,2026-07-13
CUS00594,Zilfa Durdu,77,Bursa,Bireysel,Ücretli,680,2026-06-19
CUS00595,Cebesoy Şenkal Hayrioğlu,18,İstanbul,Kurumsal,Ücretli,743,2026-03-29
CUS00596,Soydaner Manço,77,Gaziantep,Bireysel,Emekli,604,2020-10-10
CUS00597,Geray Aksu,59,İzmir,KOBİ,Serbest Meslek,625,2024-01-12
CUS00598,Yrd. Doç. İyiyürek Şendoğan Kısakürek,72,İzmir,Bireysel,Serbest Meslek,561,2025-06-10
CUS00599,Nurveren İnönü,69,İstanbul,Bireysel,Emekli,610,2026-05-27
CUS00600,Onat Korutürk,59,İstanbul,Bireysel,Ücretli,683,2021-10-31
CUS00601,Aytuna Mestur Bilgin,65,Ankara,Bireysel,Öğrenci,718,2023-08-02
CUS00602,Şehza Öcalan,61,Antalya,Bireysel,Öğrenci,567,2021-04-16
CUS00603,Müferrih Yıldırım Şener,72,İzmir,KOBİ,Emekli,728,2025-11-12
CUS00604,Öğr. Haliye Neriban Durmuş Akça,50,Ankara,KOBİ,Ücretli,772,2022-12-20
CUS00605,Uz. İlper Nurseda Çorlu,29,Gaziantep,KOBİ,Kendi İşi,687,2023-11-02
CUS00606,Hinet Beray Çorlu,77,İstanbul,Bireysel,Emekli,818,2025-11-26
CUS00607,Kavurt Demirel,33,Ankara,Bireysel,Kendi İşi,580,2022-12-03
CUS00608,Zeynelabidin Kısakürek,37,İzmir,Kurumsal,Ücretli,537,2026-01-13
CUS00609,Deniz Buşra Yılmaz Akça,34,Bursa,Bireysel,Ücretli,489,2023-05-03
CUS00610,Okt. Kitan Ceyhun Yaman Çorlu,60,İstanbul,Bireysel,Serbest Meslek,784,2023-04-07
CUS00611,Öğr. Çolpan Çilga Zorlu,43,Bursa,Bireysel,Ücretli,708,2022-03-28
CUS00612,Akatay Ayaydın Ergül Durmuş,58,Konya,Bireysel,Kendi İşi,644,2024-02-11
CUS00613,Nurşan Yılmaz,57,İstanbul,Bireysel,Emekli,675,2021-06-08
CUS00614,Öğr. Bilkay Öncel Akçay,27,İzmir,Kurumsal,Kendi İşi,548,2023-02-15
CUS00615,Dr. Kavurt Aksu,44,Bursa,KOBİ,Öğrenci,870,2022-09-16
CUS00616,Menfeat Aslan,69,Bursa,Bireysel,Serbest Meslek,661,2021-10-28
CUS00617,Amaç Aksu,61,Antalya,Bireysel,Öğrenci,659,2024-11-02
CUS00618,Sadeti Hançer,46,İzmir,Bireysel,Ücretli,715,2024-05-04
CUS00619,Ismık Eraslan,76,İzmir,Bireysel,Öğrenci,693,2024-10-05
CUS00620,Yrd. Doç. Şüküfe Akar Ertaş,75,İzmir,Kurumsal,Öğrenci,670,2022-09-28
CUS00621,Göken Yılmaz,27,İstanbul,Kurumsal,Emekli,578,2021-07-21
CUS00622,Nurseda Sezgin,25,Bursa,Kurumsal,Emekli,692,2024-01-04
CUS00623,Okt. Sanur İçimbike Yaman Hançer,23,Adana,KOBİ,Ücretli,819,2023-06-12
CUS00624,Nihai Hayrioğlu,47,İstanbul,KOBİ,Emekli,771,2023-05-16
CUS00625,Mufide Arslan Korutürk,54,İstanbul,KOBİ,Kendi İşi,793,2022-02-25
CUS00626,Yrd. Doç. Henife Hayrioğlu Kısakürek,64,İstanbul,Bireysel,Ücretli,603,2026-07-22
CUS00627,Nezize Demir İhsanoğlu,65,İstanbul,Bireysel,Ücretli,560,2023-01-10
CUS00628,Sulhi Duran,45,Ankara,Bireysel,Öğrenci,638,2025-06-09
CUS00629,Yunt Ertaş,21,Konya,Bireysel,Emekli,655,2022-03-05
CUS00630,Prof. Maynur Behiza Alemdar Akdeniz,20,İstanbul,Bireysel,Serbest Meslek,748,2022-06-05
CUS00631,Uz. Merba Yüksel Eraslan,67,İzmir,KOBİ,Kendi İşi,497,2024-02-15
CUS00632,Yağın Şafak,75,Ankara,KOBİ,Emekli,787,2026-03-31
CUS00633,Muhyettin Tevetoğlu,23,Bursa,Kurumsal,Serbest Meslek,635,2023-11-07
CUS00634,Zaliha Zorlu İhsanoğlu,59,Adana,Bireysel,Serbest Meslek,611,2024-09-19
CUS00635,Arş. Gör. Aycagül Nevgin Sezer,52,Ankara,Bireysel,Serbest Meslek,558,2026-07-12
CUS00636,Baki Öcalan,71,İstanbul,Bireysel,Kendi İşi,501,2025-03-18
CUS00637,Fitnat Şeyda Türk Durdu,47,Bursa,Kurumsal,Emekli,724,2022-10-03
CUS00638,Müret Çetin Şafak,52,Ankara,Bireysel,Serbest Meslek,656,2026-02-17
CUS00639,Aytuna Eraslan,47,Ankara,Bireysel,Serbest Meslek,533,2021-07-18
CUS00640,Öğr. Karakucak Kiramettin Ertaş,77,Adana,Bireysel,Ücretli,533,2022-07-13
CUS00641,Hazrat Yıldırım,69,Bursa,Kurumsal,Ücretli,619,2026-06-04
CUS00642,Galip Kızıl Çamurcuoğlu Çorlu,33,İstanbul,Bireysel,Öğrenci,800,2024-09-30
CUS00643,Hidir Hançer,20,Ankara,Bireysel,Serbest Meslek,626,2021-08-18
CUS00644,Prof. Gülsü Yahşi Güçlü Ergül,65,İstanbul,KOBİ,Serbest Meslek,514,2023-07-24
CUS00645,Metinkaya Yetişal Sezer Dumanlı,52,İstanbul,Bireysel,Serbest Meslek,627,2024-09-10
CUS00646,Ginyas Türk,50,Gaziantep,Bireysel,Öğrenci,625,2023-05-10
CUS00647,Şendoğan Şama,38,İzmir,Bireysel,Serbest Meslek,407,2021-08-15
CUS00648,Uluğbey Özçam Aksu İhsanoğlu,37,Adana,Kurumsal,Serbest Meslek,645,2026-02-26
CUS00649,Arş. Gör. Bozerk Şama,44,Ankara,Bireysel,Öğrenci,629,2022-09-19
CUS00650,Öğr. Hansultan Rana Şener,78,İzmir,Bireysel,Emekli,712,2025-05-28
CUS00651,Dr. Tutkun Şafak,53,İzmir,Bireysel,Emekli,816,2022-03-19
CUS00652,Zekayi Mansız,68,İzmir,KOBİ,Emekli,751,2024-01-04
CUS00653,Yrd. Doç. Sanavber Oluş Yılmaz Demirel,27,İstanbul,Bireysel,Öğrenci,625,2022-04-28
CUS00654,Eşref İnönü,48,İstanbul,Bireysel,Kendi İşi,550,2022-06-21
CUS00655,Öztürk Sadittin Akçay Arsoy,72,Bursa,KOBİ,Ücretli,881,2021-03-05
CUS00656,Müfit Demir,53,Ankara,KOBİ,Öğrenci,655,2023-06-01
CUS00657,Arş. Gör. Mihriye Tevetoğlu Kısakürek,51,İstanbul,Bireysel,Kendi İşi,651,2022-11-16
CUS00658,İmrihan Demir Ergül,31,Ankara,Bireysel,Emekli,647,2025-11-04
CUS00659,Yrd. Doç. Goncafer Melaha Çamurcuoğlu Mansız,72,Ankara,Kurumsal,Serbest Meslek,667,2023-08-21
CUS00660,Ulakbey Yaman,21,İstanbul,Kurumsal,Öğrenci,637,2025-08-30
CUS00661,Enes Göknur Demir Akçay,20,Adana,Bireysel,Öğrenci,598,2023-04-23
CUS00662,Ozansü Kısakürek,64,Bursa,Bireysel,Emekli,600,2023-10-26
CUS00663,Sevdi Kısakürek,31,Adana,Bireysel,Kendi İşi,647,2024-03-14
CUS00664,Öğr. Tenvir Duran,76,İstanbul,Bireysel,Ücretli,601,2024-03-29
CUS00665,Arş. Gör. Buyrukhan Soylu,65,Gaziantep,KOBİ,Serbest Meslek,585,2026-07-17
CUS00666,Cindoruk Hayrioğlu,62,İzmir,Bireysel,Emekli,659,2023-02-06
CUS00667,Idık Abdülhadi Soylu,76,İstanbul,Bireysel,Kendi İşi,627,2024-06-24
CUS00668,Ğanim Kısakürek,42,İzmir,Bireysel,Kendi İşi,785,2021-10-21
CUS00669,Öğr. Tanyu Seven Demirel,34,Ankara,KOBİ,Emekli,411,2025-06-02
CUS00670,Uz. Bilay Durdu Yıldırım,24,Antalya,KOBİ,Kendi İşi,748,2024-06-01
CUS00671,Atiyye Kâzime Bilgin,76,İstanbul,Bireysel,Emekli,762,2022-07-09
CUS00672,Gabel Sevginur Durdu,20,İzmir,Bireysel,Serbest Meslek,463,2025-03-20
CUS00673,Serol Bariş Aslan Öcalan,19,İstanbul,Kurumsal,Öğrenci,619,2024-11-08
CUS00674,Zeyno Aykut İnönü Gül,64,Ankara,Bireysel,Serbest Meslek,616,2025-04-06
CUS00675,Mazlum Sakarya,39,İstanbul,Kurumsal,Serbest Meslek,523,2024-05-25
CUS00676,Çev. Akif Muktedir Eraslan,49,İzmir,Bireysel,Kendi İşi,579,2026-03-15
CUS00677,Mevlüt Bilge,66,Antalya,KOBİ,Emekli,550,2023-08-10
CUS00678,Öğr. Ürfettin Zekayi Zengin,28,Bursa,Bireysel,Serbest Meslek,807,2021-08-22
CUS00679,Şeref Samahat Aksu Mansız,26,Bursa,KOBİ,Serbest Meslek,734,2026-07-04
CUS00680,Üzer Bilir,76,Adana,Bireysel,Öğrenci,764,2021-10-29
CUS00681,Yıldız Leyli Tevetoğlu Duran,20,Antalya,Bireysel,Ücretli,714,2021-02-23
CUS00682,Maşide Arslan,66,İstanbul,Bireysel,Serbest Meslek,548,2022-01-28
CUS00683,Vacibe Akçay,22,Bursa,Bireysel,Serbest Meslek,602,2025-07-07
CUS00684,Bengibay Çapkan Çetin Seven,50,İzmir,Bireysel,Öğrenci,694,2026-06-03
CUS00685,Egenur Sezer,58,Bursa,Kurumsal,Emekli,540,2021-02-23
CUS00686,Uz. Yasan Gündüzalp Karadeniz,60,İzmir,Bireysel,Öğrenci,714,2021-10-09
CUS00687,Tangül Manço Durdu,53,Ankara,Bireysel,Öğrenci,628,2022-10-01
CUS00688,Ruhide Kısakürek,64,İstanbul,Bireysel,Ücretli,616,2026-01-08
CUS00689,Temizkal Çetin,50,Antalya,KOBİ,Serbest Meslek,713,2024-06-27
CUS00690,Varlık Korutürk Aslan,24,Konya,Kurumsal,Serbest Meslek,689,2021-06-08
CUS00691,Sevcan Talibe Hayrioğlu Zengin,33,İstanbul,Kurumsal,Kendi İşi,617,2026-07-21
CUS00692,Yönetmen Ertaş,70,Ankara,KOBİ,Ücretli,754,2020-08-30
CUS00693,Ballı Zaliha Gülen Bilir,41,Gaziantep,KOBİ,Öğrenci,552,2026-01-16
CUS00694,Oktüremiş Aslan,33,Gaziantep,Bireysel,Kendi İşi,705,2024-04-18
CUS00695,Nafile Züheyla Durdu,61,Antalya,Bireysel,Ücretli,703,2023-05-23
CUS00696,Prof. Naz Akçay Tarhan,23,Ankara,KOBİ,Öğrenci,622,2021-10-02
CUS00697,Ayvas Tecimer Çetin,48,İstanbul,Bireysel,Serbest Meslek,679,2021-01-20
CUS00698,Bayzettin İhsanoğlu,23,İzmir,KOBİ,Kendi İşi,537,2024-07-20
CUS00699,Öğr. Abiye Samahat Akar Sezer,54,Gaziantep,Bireysel,Öğrenci,733,2021-12-26
CUS00700,Ferinaz Kutun Çorlu,76,İstanbul,Bireysel,Öğrenci,633,2021-10-06
CUS00701,Hurşide Bilay Arsoy Ülker,48,İstanbul,Bireysel,Kendi İşi,602,2026-03-18
CUS00702,Bay Kopan Şener,75,İzmir,Bireysel,Serbest Meslek,744,2026-03-01
CUS00703,Öğr. Turabi Aydinç Demirel,77,Adana,Bireysel,Serbest Meslek,586,2023-03-30
CUS00704,Dorukhan Güçlü,55,İstanbul,KOBİ,Ücretli,523,2021-06-14
CUS00705,Sunel Bilgin,37,İstanbul,Bireysel,Öğrenci,509,2021-04-22
CUS00706,Bayan Akgüneş Naz Alemdar Demir,71,Antalya,Kurumsal,Kendi İşi,704,2025-01-22
CUS00707,Nezihi Erdoğan,42,Antalya,Bireysel,Ücretli,534,2024-03-27
CUS00708,Bitül Gül Sezgin,50,Bursa,Bireysel,Ücretli,807,2022-08-04
CUS00709,Gözel Kamar Akgündüz Hançer,24,Ankara,Bireysel,Kendi İşi,462,2021-07-07
CUS00710,Emiş Şensoy Tarhan,56,Antalya,Kurumsal,Emekli,802,2021-10-23
CUS00711,Ruhsat Durdu,67,Ankara,Bireysel,Emekli,668,2021-11-09
CUS00712,Öğr. Hudavent Gül,49,İstanbul,Kurumsal,Emekli,641,2020-09-18
CUS00713,Kınel Mansız,45,İstanbul,Kurumsal,Emekli,600,2022-06-15
CUS00714,Av. Günsel Birben Akçay Sakarya,23,Antalya,Bireysel,Serbest Meslek,685,2026-06-26
CUS00715,Soyselçuk Yurttaş Kısakürek Ergül,63,İstanbul,Bireysel,Serbest Meslek,646,2021-11-01
CUS00716,Esengün Yüksel,42,Bursa,Bireysel,Emekli,749,2024-04-18
CUS00717,Erdursun Durmuş,38,Ankara,Bireysel,Ücretli,660,2022-12-31
CUS00718,Arziye Menfeat Bilir,78,Ankara,Bireysel,Kendi İşi,663,2025-10-03
CUS00719,Çakırca Gülen,24,İstanbul,Bireysel,Emekli,617,2025-01-17
CUS00720,Özdal Özkutlu Yüksel,46,İzmir,Kurumsal,Emekli,644,2023-02-27
CUS00721,Dilhuş Yüksel Soylu,24,İstanbul,Bireysel,Öğrenci,677,2024-11-07
CUS00722,Rezzak Akgündüz,23,İzmir,Bireysel,Emekli,496,2026-01-26
CUS00723,Miyesser Emine. Kısakürek Bilge,18,İstanbul,KOBİ,Ücretli,528,2020-09-29
CUS00724,Okt. Zöhrehan Goncafer İnönü,64,Konya,Bireysel,Öğrenci,716,2025-06-23
CUS00725,Adak Zengin,51,İstanbul,KOBİ,Serbest Meslek,665,2024-08-25
CUS00726,Eroğul Bilir,26,İstanbul,Bireysel,Emekli,633,2021-03-20
CUS00727,Özger Korkmazalp Zorlu,27,İstanbul,KOBİ,Kendi İşi,651,2020-12-24
CUS00728,Öğr. Rafia Bilay Şener,44,İstanbul,Bireysel,Kendi İşi,681,2023-01-30
CUS00729,Ezgütekin Çorlu,34,Konya,KOBİ,Öğrenci,601,2025-03-17
CUS00730,Ozansü Çamurcuoğlu,57,İstanbul,Bireysel,Serbest Meslek,579,2023-04-12
CUS00731,Sadittin Hayrioğlu,37,İstanbul,KOBİ,Kendi İşi,667,2022-05-16
CUS00732,Gönen Sezer,71,İzmir,Bireysel,Emekli,561,2023-12-19
CUS00733,Bay Ercihan Atnan İhsanoğlu,39,Ankara,Kurumsal,Serbest Meslek,686,2024-05-13
CUS00734,Mutluhan Tanpınar Tevetoğlu Yorulmaz,37,Ankara,Bireysel,Emekli,496,2024-05-03
CUS00735,Dr. Abdürreşit Demirel,38,İstanbul,KOBİ,Kendi İşi,742,2023-04-10
CUS00736,Bulunç Soylu,36,Bursa,KOBİ,Öğrenci,692,2021-10-23
CUS00737,Fitnat Arsoy,68,İstanbul,KOBİ,Kendi İşi,673,2023-08-05
CUS00738,Duha Öcalan,70,Antalya,Bireysel,Ücretli,738,2021-09-21
CUS00739,Sanavber Aslan,77,İzmir,Kurumsal,Öğrenci,799,2020-11-22
CUS00740,Ersel Demirel,29,Bursa,Kurumsal,Ücretli,741,2025-02-05
CUS00741,Olca Ertaş,78,Bursa,Bireysel,Emekli,484,2025-07-19
CUS00742,Azade Ticen Akdeniz Durdu,69,İstanbul,Bireysel,Emekli,534,2024-12-26
CUS00743,Ferhan Hüsnühâl Öcalan Sakarya,61,İzmir,Bireysel,Serbest Meslek,593,2022-01-23
CUS00744,Efe Zihni Zorlu Yılmaz,34,Bursa,KOBİ,Emekli,652,2025-07-11
CUS00745,Ercihan Türk,22,Ankara,Kurumsal,Emekli,696,2021-01-06
CUS00746,Nurtaç Fatigül Akçay İhsanoğlu,55,Ankara,Kurumsal,Emekli,584,2024-08-27
CUS00747,Öğr. Mukbile Huban Seven,52,İstanbul,Bireysel,Öğrenci,666,2020-12-10
CUS00748,Besey Durdu,56,İzmir,Bireysel,Ücretli,582,2023-05-14
CUS00749,Onuker Ulu Akçay Yorulmaz,67,İstanbul,Bireysel,Serbest Meslek,594,2023-10-25
CUS00750,Prof. Pehlil Alattin Gülen,59,İzmir,Kurumsal,Emekli,523,2022-03-03
CUS00751,Av. Limon Mezide Hayrioğlu Çorlu,66,Ankara,KOBİ,Ücretli,566,2021-03-25
CUS00752,Bayan Nili Gülper Arslan Durdu,18,İstanbul,Bireysel,Öğrenci,528,2025-05-07
CUS00753,Öğr. Kanak Sudi Soylu,65,İzmir,Kurumsal,Öğrenci,562,2023-03-25
CUS00754,Uz. Abdurrahman Kürşad Yıldırım,32,Ankara,KOBİ,Emekli,744,2022-04-22
CUS00755,Akise Müşüre Yılmaz İnönü,67,Bursa,Kurumsal,Serbest Meslek,564,2022-08-16
CUS00756,Mesude Sakarya Bilir,40,Gaziantep,KOBİ,Ücretli,886,2026-03-27
CUS00757,Öğr. Okbay Altuğ Manço,36,Ankara,Bireysel,Ücretli,694,2025-02-24
CUS00758,Alaaddin Çamurcuoğlu,71,Konya,Bireysel,Kendi İşi,666,2023-01-09
CUS00759,Doç. Nurbanu Sevican Korutürk,37,Ankara,Bireysel,Öğrenci,572,2022-08-12
CUS00760,Oranlı Bektaşi Şener Alemdar,48,Ankara,Bireysel,Emekli,713,2021-05-13
CUS00761,Sulhi Durdu,64,Bursa,Bireysel,Ücretli,598,2023-12-31
CUS00762,Dr. Elvan Havali Arslan,37,İstanbul,Bireysel,Ücretli,660,2021-03-04
CUS00763,Pekkan Sezer,72,Ankara,Bireysel,Serbest Meslek,880,2022-11-11
CUS00764,Sernur Aslan,77,Gaziantep,Bireysel,Öğrenci,641,2023-06-02
CUS00765,Derkay Yaman,29,İzmir,Bireysel,Öğrenci,753,2022-08-18
CUS00766,Borahan Baba Aksu Dumanlı,45,Gaziantep,Bireysel,Emekli,586,2025-08-13
CUS00767,Rebihat Demir,58,İstanbul,KOBİ,Emekli,646,2024-08-09
CUS00768,Gülter Serma Hançer Ertaş,19,Bursa,Bireysel,Emekli,809,2025-03-15
CUS00769,Aybora Boynak Sezgin Tarhan,55,Ankara,Bireysel,Serbest Meslek,593,2022-11-24
CUS00770,Doğanşah İzgü Akdeniz,31,İstanbul,Bireysel,Öğrenci,813,2023-03-26
CUS00771,Aydinç Demirel,24,Antalya,Kurumsal,Serbest Meslek,713,2023-06-07
CUS00772,Perinur Uğur Yorulmaz Tarhan,41,Ankara,KOBİ,Ücretli,599,2022-10-03
CUS00773,Gökperi Yıldırım,34,Bursa,KOBİ,Öğrenci,706,2023-03-09
CUS00774,Arş. Gör. Zümre Hurican Sakarya Ertaş,58,Ankara,KOBİ,Öğrenci,737,2024-01-31
CUS00775,Bayman Yılmaz,43,İzmir,Bireysel,Kendi İşi,705,2021-07-05
CUS00776,Uz. Demiriz İlkim Gülen,72,İzmir,Bireysel,Kendi İşi,508,2021-03-02
CUS00777,Sidki Zengin,76,İzmir,Bireysel,Serbest Meslek,584,2023-10-23
CUS00778,Ahat Erdoğan,38,İstanbul,Bireysel,Ücretli,627,2022-11-05
CUS00779,Prof. Elgin Büreyre Akçay Akdeniz,29,Ankara,Bireysel,Öğrenci,643,2022-04-29
CUS00780,Akınal Mürit Yorulmaz Aksu,42,Ankara,Bireysel,Öğrenci,705,2023-06-19
CUS00781,Av. Peren Temime Yıldırım,42,Ankara,KOBİ,Öğrenci,665,2025-07-10
CUS00782,Uz. Nejdet Günar Çamurcuoğlu,62,Konya,Bireysel,Öğrenci,529,2023-11-25
CUS00783,Lerze Dumanlı,28,İzmir,Bireysel,Serbest Meslek,684,2022-03-27
CUS00784,Tansığ Tayaydın Mansız,38,Antalya,Kurumsal,Ücretli,704,2021-11-27
CUS00785,Teybet Rezin Akgündüz,73,Ankara,Bireysel,Emekli,700,2022-09-25
CUS00786,Bayan Birgül Aslan Kısakürek,26,İstanbul,KOBİ,Öğrenci,747,2025-04-29
CUS00787,Öğr. Yekbun Hurican Şener,50,Bursa,KOBİ,Emekli,725,2021-10-23
CUS00788,Kaygusuz Çetin,44,Bursa,KOBİ,Emekli,691,2025-04-08
CUS00789,Arş. Gör. Süzer Ergül Çamurcuoğlu,28,İstanbul,Bireysel,Serbest Meslek,643,2023-09-12
CUS00790,Oguş Aslan,36,İstanbul,Bireysel,Öğrenci,500,2025-06-15
CUS00791,Gümüştekin Tevetoğlu,36,İstanbul,KOBİ,Öğrenci,688,2022-03-04
CUS00792,Ürfettin Öcalan,65,Antalya,KOBİ,Öğrenci,668,2022-07-04
CUS00793,Ünsever Necdat Fırat,50,İstanbul,Bireysel,Kendi İşi,674,2023-01-12
CUS00794,Uz. Ayşan Erdogan Ülker,67,İzmir,Bireysel,Öğrenci,535,2023-09-07
CUS00795,Zahfer Alemdar,70,Antalya,KOBİ,Öğrenci,552,2022-09-11
CUS00796,Yrd. Doç. Şehamet Özsözlü Kısakürek,31,Gaziantep,Bireysel,Serbest Meslek,744,2021-02-12
CUS00797,Uz. Emirşan Zengin,37,Adana,Bireysel,Emekli,646,2023-08-30
CUS00798,İslime Arıpınar Demirel Sezer,34,Ankara,Bireysel,Emekli,711,2023-05-08
CUS00799,Selatin Akça,73,Gaziantep,Bireysel,Serbest Meslek,652,2023-08-20
CUS00800,Arş. Gör. Mevlüdiye Akçay Soylu,69,Bursa,Bireysel,Öğrenci,652,2022-03-30
CUS00801,Alpin Bilgin,58,Ankara,Kurumsal,Serbest Meslek,734,2020-12-18
CUS00802,Bay Resulcan Nezihi Yılmaz,68,İstanbul,Bireysel,Ücretli,603,2025-10-05
CUS00803,Ümmet Yaman,54,Ankara,Bireysel,Öğrenci,658,2023-06-19
CUS00804,Prof. Şavki Bilge,52,İstanbul,Bireysel,Kendi İşi,608,2023-07-17
CUS00805,Ahat Bilgen Zengin,54,İstanbul,Kurumsal,Ücretli,610,2023-05-25
CUS00806,Şehamet Remazan Bilge Arsoy,26,Gaziantep,KOBİ,Ücretli,622,2021-11-06
CUS00807,Perinur İmge Sakarya Şama,35,Adana,Bireysel,Serbest Meslek,669,2021-04-05
CUS00808,Erem Aksu,33,İstanbul,Bireysel,Serbest Meslek,606,2023-03-18
CUS00809,Dr. Miyesser Akçay Demirel,66,Antalya,KOBİ,Emekli,763,2024-05-11
CUS00810,Habibe İnsaf Alemdar Akçay,27,İzmir,Bireysel,Emekli,569,2025-06-04
CUS00811,Mefharet Elamiye Akçay,42,İzmir,Bireysel,Emekli,633,2023-11-11
CUS00812,Özpetek Türk Akçay,50,Bursa,Bireysel,Emekli,610,2020-08-28
CUS00813,Şevketfeza Bilgin,78,İzmir,Kurumsal,Ücretli,780,2025-10-07
CUS00814,Olca Berran Şama Korutürk,73,Antalya,Bireysel,Emekli,667,2026-01-31
CUS00815,Okt. Günaydin Börteçin Şener,58,Bursa,Bireysel,Ücretli,742,2021-04-21
CUS00816,Semine Yılmaz,68,İzmir,Bireysel,Emekli,516,2021-05-25
CUS00817,Erenalp Sezer,70,İstanbul,Bireysel,Kendi İşi,674,2022-11-24
CUS00818,Ildız Deryanur Gül Yılmaz,71,İstanbul,Kurumsal,Öğrenci,730,2021-03-21
CUS00819,Sefer Gül Seven,26,İzmir,KOBİ,Kendi İşi,657,2021-01-19
CUS00820,Öğr. Nuriyet Necva Duran,75,Bursa,Bireysel,Ücretli,745,2022-01-21
CUS00821,İmren Nihai Çetin Bilge,24,İzmir,KOBİ,Ücretli,603,2023-11-02
CUS00822,Uz. Musafet Aru Sezgin,25,Konya,Bireysel,Emekli,776,2025-07-23
CUS00823,Altınçiçek Mufide Eraslan,47,İstanbul,KOBİ,Serbest Meslek,856,2020-12-04
